id,cnt,chk,ein,eout,area_m2,habitat,path_med,path_min,path_max,elev_m,edge
25943,,,,,15,blind channel,1469.595,1469.595,1469.595,3.235167,0
25944,,,,,15,blind channel,1202.796,1202.796,1202.796,3.1387651,0
25945,,,,,233,blind channel,1241.09,1241.09,1241.09,-0.7172859,0
25946,,,,,15,blind channel,1135.642,1135.642,1135.642,1.912825,0
25947,,,,,34,blind channel,1148.855,1148.855,1148.855,-0.4726394,0
25948,,,,,8365,distributary channel,6032.33,6032.33,6032.33,7.673739,0
25949,,,,,17,blind channel,1146.234,1146.234,1146.234,1.1761,0
25950,,,,,47,blind channel,1300.51,1300.51,1300.51,0.1006374,0
25951,,,,,23,blind channel,1154.376,1154.376,1154.376,1.114799,0
25952,,,,,5414,distributary channel,1603.853,1603.853,1603.853,2.3436811,1
25953,,,,,15,blind channel,1188.139,1188.139,1188.139,1.3470711,0
25954,,,,,50,distributary channel,5959.992,5959.992,5959.992,9.0516605,0
25955,,,,,16,blind channel,1155.34,1155.34,1155.34,-0.4726394,0
25956,,,,,18,blind channel,1655.765,1655.765,1655.765,4.7025251,0
25957,,,,,17,blind channel,1642.265,1642.265,1642.265,2.640636,0
25958,,,,,18,blind channel,1137.935,1137.935,1137.935,1.256261,0
25959,,,,,8,blind channel,1182.275,1182.275,1182.275,1.123549,0
25960,,,,,8,blind channel,716.5753,716.5753,716.5753,2.35936,0
25961,,,,,38,blind channel,693.8976,693.8976,693.8976,1.499186,0
25962,,,,,7,blind channel,1526.097,1526.097,1526.097,2.1591461,0
25963,,,,,210,distributary channel,1435.377,1435.377,1435.377,2.679342,0
25964,,,,,16,blind channel,780.5667,780.5667,780.5667,3.458828,0
25965,,,,,8,blind channel,901.3423,901.3423,901.3423,5.3702359,0
25966,,,,,7,blind channel,695.2407,695.2407,695.2407,1.499186,0
25967,,,,,10,blind channel,1167.825,1167.825,1167.825,-0.4726394,0
25968,,,,,28,blind channel,1246.601,1246.601,1246.601,0.9081962,0
25969,,,,,96,blind channel,5969.441,5969.441,5969.441,9.0516605,0
25970,,,,,6,blind channel,1723.428,1723.428,1723.428,4.6362038,0
25971,,,,,15,blind channel,885.8068,885.8068,885.8068,2.762213,0
25972,,,,,11,blind channel,1648.058,1648.058,1648.058,2.640636,0
25973,,,,,6,blind channel,1418.149,1418.149,1418.149,2.226757,0
25974,,,,,37,blind channel,1204.702,1204.702,1204.702,-0.1543904,0
25975,,,,,27,blind channel,1311.617,1311.617,1311.617,0.2691962,0
25976,,,,,9,blind channel,683.2554,683.2554,683.2554,0.5871829,0
25977,,,,,6,distributary channel,1407.614,1407.614,1407.614,2.226757,0
25978,,,,,15,blind channel,1484.201,1484.201,1484.201,2.2203839,0
25979,,,,,38,blind channel,1163.704,1163.704,1163.704,-0.4726394,0
25980,,,,,16,blind channel,682.1697,682.1697,682.1697,0.5871829,0
25981,,,,,12,blind channel,1207.444,1207.444,1207.444,-0.1543904,0
25982,,,,,10718,distributary channel,1779.125,1779.125,1779.125,0.8290761,0
25983,,,,,1767,distributary channel,1519.99,1519.99,1519.99,1.048858,0
25984,,,,,32,blind channel,1239.27,1239.27,1239.27,-0.2180357,0
25985,,,,,36,blind channel,1206.287,1206.287,1206.287,-0.1543904,0
25986,,,,,15,blind channel,1670.493,1670.493,1670.493,4.3585949,0
25987,,,,,16,blind channel,1685.029,1685.029,1685.029,4.3585949,0
25988,,,,,13,blind channel,1654.043,1654.043,1654.043,2.640636,0
25989,,,,,15,blind channel,1699.943,1699.943,1699.943,4.3585949,0
25990,,,,,99,blind channel,5985.512,5985.512,5985.512,13.69732,0
25991,,,,,222,blind channel,1254.49,1254.49,1254.49,-0.7172859,0
25992,,,,,16,blind channel,1151.799,1151.799,1151.799,2.0837319,0
25993,,,,,18,blind channel,1668.029,1668.029,1668.029,2.640636,0
25994,,,,,4294,distributary channel,1780.956,1780.956,1780.956,0.7333373,0
25995,,,,,15,blind channel,1170.361,1170.361,1170.361,-0.4726394,0
25996,,,,,20,blind channel,678.9625,678.9625,678.9625,0.5871829,0
25997,,,,,751,distributary channel,1460.749,1460.749,1460.749,1.366567,0
25998,,,,,16,blind channel,871.1144,871.1144,871.1144,2.762213,0
25999,,,,,29,blind channel,1170.447,1170.447,1170.447,0.6532462,0
26000,,,,,17,blind channel,1170.447,1170.447,1170.447,1.114799,0
26001,,,,,28,blind channel,674.8057,674.8057,674.8057,0.317883,0
26002,,,,,8,blind channel,1527.707,1527.707,1527.707,2.1459169,0
26003,,,,,13,blind channel,1716.014,1716.014,1716.014,4.980844,0
26004,,,,,16,blind channel,1152.849,1152.849,1152.849,1.256261,0
26005,,,,,15,blind channel,765.4098,765.4098,765.4098,2.438998,0
26006,,,,,8,blind channel,1716.928,1716.928,1716.928,4.980844,0
26007,,,,,19,blind channel,1261.829,1261.829,1261.829,0.9081962,0
26008,,,,,14,blind channel,1513.086,1513.086,1513.086,1.245491,0
26009,,,,,7,blind channel,1682.1,1682.1,1682.1,6.1415782,0
26010,,,,,5,blind channel,1553.261,1553.261,1553.261,2.1591461,0
26011,,,,,213,distributary channel,1476.383,1476.383,1476.383,1.563864,0
26012,,,,,9,blind channel,1662.958,1662.958,1662.958,2.640636,0
26013,,,,,5854,distributary channel,6211.907,6211.907,6211.907,6.5670772,1
26014,,,,,17,blind channel,856.7148,856.7148,856.7148,2.762213,0
26015,,,,,8,blind channel,802.9306,802.9306,802.9306,4.80405,0
26016,,,,,16,blind channel,1499.515,1499.515,1499.515,4.5637388,0
26017,,,,,104,blind channel,6001.533,6001.533,6001.533,11.5625095,0
26018,,,,,647,distributary channel,1411.294,1411.294,1411.294,2.226757,0
26019,,,,,29,blind channel,1325.945,1325.945,1325.945,0.2691962,0
26020,,,,,15,blind channel,1345.845,1345.845,1345.845,0.2691962,0
26021,,,,,15,blind channel,1165.955,1165.955,1165.955,2.0837319,0
26022,,,,,9,blind channel,1222.93,1222.93,1222.93,-0.1543904,0
26023,,,,,11,blind channel,1330.895,1330.895,1330.895,0.2691962,0
26024,,,,,537,distributary channel,1476.547,1476.547,1476.547,1.3279361,1
26025,,,,,14,blind channel,1547.311,1547.311,1547.311,2.1591461,0
26026,,,,,7,blind channel,724.7113,724.7113,724.7113,5.7372322,0
26027,,,,,20,blind channel,1544.69,1544.69,1544.69,2.1591461,0
26028,,,,,43,blind channel,1253.684,1253.684,1253.684,-0.2026177,0
26029,,,,,53,blind channel,1222.03,1222.03,1222.03,-0.1543904,0
26030,,,,,26,blind channel,1328.859,1328.859,1328.859,0.2691962,0
26031,,,,,15,blind channel,1179.905,1179.905,1179.905,2.489001,0
26032,,,,,172,blind channel,1267.661,1267.661,1267.661,-0.7172859,0
26033,,,,,42,blind channel,1186.053,1186.053,1186.053,0.6532462,0
26034,,,,,145,distributary channel,1486.92,1486.92,1486.92,1.366567,0
26035,,,,,16,blind channel,1732.156,1732.156,1732.156,4.980844,0
26036,,,,,17,blind channel,1185.604,1185.604,1185.604,1.106656,0
26037,,,,,39,blind channel,661.2701,661.2701,661.2701,0.317883,0
26038,,,,,89,distributary channel,1472.935,1472.935,1472.935,1.352212,1
26039,,,,,110,blind channel,6017.054,6017.054,6017.054,7.7526212,0
26040,,,,,8,blind channel,1194.769,1194.769,1194.769,4.770525,0
26041,,,,,22,blind channel,1186.189,1186.189,1186.189,1.114799,0
26042,,,,,11,blind channel,664.3915,664.3915,664.3915,0.317883,0
26043,,,,,15,blind channel,749.9245,749.9245,749.9245,2.438998,0
26044,,,,,15,blind channel,1168.799,1168.799,1168.799,1.256261,0
26045,,,,,17,blind channel,1748.02,1748.02,1748.02,4.7003431,0
26046,,,,,23,blind channel,1276.743,1276.743,1276.743,0.679538,0
26047,,,,,14,blind channel,840.9012,840.9012,840.9012,2.896549,0
26048,,,,,14,blind channel,788.9453,788.9453,788.9453,4.0106492,0
26049,,,,,23,blind channel,1561.332,1561.332,1561.332,2.1591461,0
26050,,,,,74,distributary channel,1479.506,1479.506,1479.506,1.366567,1
26051,,,,,15,blind channel,1360.78,1360.78,1360.78,3.7110369,0
26052,,,,,8,distributary channel,1480.885,1480.885,1480.885,1.3279361,0
26053,,,,,16,blind channel,1199.003,1199.003,1199.003,3.3225591,0
26054,,,,,23,blind channel,1529.412,1529.412,1529.412,2.1377759,0
26055,,,,,62,blind channel,1237.637,1237.637,1237.637,0.3417614,0
26056,,,,,30,blind channel,1267.927,1267.927,1267.927,-0.1778772,0
26057,,,,,22,blind channel,1344.138,1344.138,1344.138,0.2691962,0
26058,,,,,15,blind channel,710.3474,710.3474,710.3474,5.7372322,0
26059,,,,,15,blind channel,679.791,679.791,679.791,0.317883,0
26060,,,,,18,blind channel,1763.712,1763.712,1763.712,3.815959,0
26061,,,,,3207,distributary channel,1495.69,1495.69,1495.69,0.9067513,0
26062,,,,,48351,distributary channel,269.6848,269.6848,269.6848,-0.7501632,1
26063,,,,,18,blind channel,1577.61,1577.61,1577.61,2.1591461,0
26064,,,,,119,blind channel,6032.196,6032.196,6032.196,7.7526212,0
26065,,,,,37,blind channel,1201.539,1201.539,1201.539,0.1341998,0
26066,,,,,40,blind channel,647.1133,647.1133,647.1133,0.317883,0
26067,,,,,8,blind channel,1374.679,1374.679,1374.679,3.7789221,0
26068,,,,,7,blind channel,1280.912,1280.912,1280.912,-0.1778772,0
26069,,,,,200,blind channel,1280.918,1280.918,1280.918,-0.6066817,0
26070,,,,,16,blind channel,774.2529,774.2529,774.2529,4.0106492,0
26071,,,,,13,distributary channel,1415.314,1415.314,1415.314,-0.3049475,0
26072,,,,,73,blind channel,1417.314,1417.314,1417.314,-0.3049475,0
26073,,,,,16,blind channel,1592.56,1592.56,1592.56,2.9066701,0
26074,,,,,130,blind channel,1432.228,1432.228,1432.228,-0.3049475,0
26075,,,,,15,blind channel,695.7762,695.7762,695.7762,0.6909604,0
26076,,,,,62,distributary channel,1488.47,1488.47,1488.47,1.352212,0
26077,,,,,16,blind channel,1621.152,1621.152,1621.152,2.9066701,0
26078,,,,,21,blind channel,1201.311,1201.311,1201.311,1.261906,0
26079,,,,,257,distributary channel,1492.834,1492.834,1492.834,1.3279361,0
26080,,,,,16,blind channel,734.7676,734.7676,734.7676,2.438998,0
26081,,,,,24,blind channel,829.0728,829.0728,829.0728,2.5948019,0
26082,,,,,15,blind channel,843.9869,843.9869,843.9869,2.896549,0
26083,,,,,27,blind channel,1291.4,1291.4,1291.4,0.679538,0
26084,,,,,15,blind channel,1184.248,1184.248,1184.248,2.864217,0
26085,,,,,8,blind channel,858.3154,858.3154,858.3154,5.6713161,0
26086,,,,,1055,distributary channel,1452.499,1452.499,1452.499,2.106621,0
26087,,,,,15,blind channel,1606.545,1606.545,1606.545,2.9066701,0
26088,,,,,21,blind channel,1778.647,1778.647,1778.647,3.815959,0
26089,,,,,29,blind channel,1279.134,1279.134,1279.134,-0.1778772,0
26090,,,,,7,blind channel,1212.781,1212.781,1212.781,3.5405149,0
26091,,,,,123,blind channel,1448.506,1448.506,1448.506,-0.3049475,0
26092,,,,,149,blind channel,6047.252,6047.252,6047.252,7.7526212,0
26093,,,,,61,blind channel,1254.036,1254.036,1254.036,0.2540034,0
26094,,,,,1954,distributary channel,1412.958,1412.958,1412.958,-0.0032282,1
26095,,,,,24,blind channel,1513.755,1513.755,1513.755,0.9004062,0
26096,,,,,40,blind channel,633.3351,633.3351,633.3351,0.317883,0
26097,,,,,26,blind channel,1359.259,1359.259,1359.259,1.312777,0
26098,,,,,15,blind channel,814.1732,814.1732,814.1732,1.519341,0
26099,,,,,8,blind channel,1808.461,1808.461,1808.461,5.1778121,0
26100,,,,,18,blind channel,1793.633,1793.633,1793.633,3.815959,0
26101,,,,,1806,distributary channel,1498.799,1498.799,1498.799,1.362848,1
26102,,,,,4466,distributary channel,6045.543,6045.543,6045.543,7.7912149,1
26103,,,,,21,blind channel,1216.867,1216.867,1216.867,0.1341998,0
26104,,,,,15,blind channel,758.1463,758.1463,758.1463,0.430633,0
26105,,,,,44,blind channel,631.992,631.992,631.992,0.317883,0
26106,,,,,200,blind channel,1296.99,1296.99,1296.99,-1.353901,0
26107,,,,,109,blind channel,1464.199,1464.199,1464.199,-0.3049475,0
26108,,,,,23,blind channel,1215.917,1215.917,1215.917,1.852845,0
26109,,,,,61,blind channel,630.1636,630.1636,630.1636,0.317883,0
26110,,,,,15,blind channel,1635.794,1635.794,1635.794,4.2343678,0
26111,,,,,10,blind channel,1219.488,1219.488,1219.488,0.1341998,0
26112,,,,,14,blind channel,1219.696,1219.696,1219.696,0.1341998,0
26113,,,,,8794,distributary channel,1647.651,1647.651,1647.651,1.356915,0
26114,,,,,15,blind channel,719.7321,719.7321,719.7321,0.4263303,0
26115,,,,,17,blind channel,1306.971,1306.971,1306.971,0.679538,0
26116,,,,,45,blind channel,643.8915,643.8915,643.8915,0.6909604,0
26117,,,,,15,blind channel,1199.577,1199.577,1199.577,3.33408,0
26118,,,,,59,blind channel,1480.477,1480.477,1480.477,1.169085,0
26119,,,,,1474,distributary channel,1579.895,1579.895,1579.895,0.6536766,0
26120,,,,,12,blind channel,799.6524,799.6524,799.6524,1.519341,0
26121,,,,,57,blind channel,1486.598,1486.598,1486.598,0.9004062,0
26122,,,,,21,blind channel,1293.755,1293.755,1293.755,-0.1778772,0
26123,,,,,14,blind channel,804.5311,804.5311,804.5311,1.519341,0
26124,,,,,133,blind channel,6060.395,6060.395,6060.395,9.0031281,0
26125,,,,,32,blind channel,1269.936,1269.936,1269.936,0.2540034,0
26126,,,,,15,blind channel,1482.219,1482.219,1482.219,1.169085,0
26127,,,,,49,blind channel,1502.427,1502.427,1502.427,0.9004062,0
26128,,,,,10,blind channel,1270.521,1270.521,1270.521,0.2540034,0
26129,,,,,38,blind channel,1502.841,1502.841,1502.841,0.9004062,0
26130,,,,,17,blind channel,1374.502,1374.502,1374.502,1.41055,0
26131,,,,,20,blind channel,791.1671,791.1671,791.1671,1.519341,0
26132,,,,,16,blind channel,1234.509,1234.509,1234.509,0.1341998,0
26133,,,,,30,blind channel,1278.128,1278.128,1278.128,0.2540034,0
26134,,,,,9,blind channel,742.161,742.161,742.161,0.430633,0
26135,,,,,211,blind channel,1312.768,1312.768,1312.768,-1.6173609,0
26136,,,,,50,blind channel,658.6194,658.6194,658.6194,0.6909604,0
26137,,,,,15,blind channel,1651.694,1651.694,1651.694,5.202734,0
26138,,,,,16,blind channel,1321.335,1321.335,1321.335,0.679538,0
26139,,,,,74,blind channel,1509.998,1509.998,1509.998,0.9004062,0
26140,,,,,7,blind channel,1419.629,1419.629,1419.629,1.41055,0
26141,,,,,27,blind channel,1282.593,1282.593,1282.593,0.2540034,0
26142,,,,,14,blind channel,705.9184,705.9184,705.9184,0.4263303,0
26143,,,,,74,blind channel,616.8351,616.8351,616.8351,0.6909604,0
26144,,,,,15,blind channel,1231.039,1231.039,1231.039,1.852845,0
26145,,,,,23,blind channel,1234.938,1234.938,1234.938,0.1341998,0
26146,,,,,7739,distributary channel,6449.739,6449.739,6449.739,11.4964104,1
26147,,,,,15,blind channel,818.9306,818.9306,818.9306,1.519341,0
26148,,,,,7,blind channel,846.694,846.694,846.694,4.219254,0
26149,,,,,14,blind channel,738.4184,738.4184,738.4184,0.4263303,0
26150,,,,,37,blind channel,704.3829,704.3829,704.3829,0.4263303,0
26151,,,,,33,blind channel,707.9686,707.9686,707.9686,0.4263303,0
26152,,,,,33,blind channel,1308.534,1308.534,1308.534,1.755028,0
26153,,,,,15,blind channel,740.5397,740.5397,740.5397,0.4263303,0
26154,,,,,8,blind channel,1271.773,1271.773,1271.773,0.5608312,0
26155,,,,,38,blind channel,723.59,723.59,723.59,0.4263303,0
26156,,,,,50,blind channel,689.1402,689.1402,689.1402,0.4263303,0
26157,,,,,15,blind channel,1214.37,1214.37,1214.37,3.33408,0
26158,,,,,30,distributary channel,614.6281,614.6281,614.6281,0.6909604,0
26159,,,,,53,blind channel,674.4331,674.4331,674.4331,1.077426,0
26160,,,,,15,blind channel,1495.962,1495.962,1495.962,1.169085,0
26161,,,,,16752,distributary channel,6217.931,6217.931,6217.931,7.2881718,0
26162,,,,,25,blind channel,1293.149,1293.149,1293.149,0.3528819,0
26163,,,,,10,blind channel,1405.058,1405.058,1405.058,1.894824,0
26164,,,,,94,blind channel,6074.566,6074.566,6074.566,9.4448814,0
26165,,,,,23,blind channel,1389.28,1389.28,1389.28,1.894824,0
26166,,,,,18,blind channel,1249.116,1249.116,1249.116,1.604284,0
26167,,,,,81,blind channel,1525.433,1525.433,1525.433,0.9004062,0
26168,,,,,15,blind channel,833.623,833.623,833.623,4.219254,0
26169,,,,,1491,distributary channel,9175.446,9175.446,9175.446,5.6427369,0
26170,,,,,8,blind channel,835.5372,835.5372,835.5372,4.219254,0
26171,,,,,6952,distributary channel,6655.76,6655.76,6655.76,8.0651674,1
26172,,,,,16,blind channel,776.4245,776.4245,776.4245,1.467954,0
26173,,,,,15,blind channel,1402.937,1402.937,1402.937,1.894824,0
26174,,,,,15,blind channel,1668.179,1668.179,1668.179,6.3062739,0
26175,,,,,11,blind channel,1256.459,1256.459,1256.459,0.1341998,0
26176,,,,,222,blind channel,1328.217,1328.217,1328.217,-1.6173609,0
26177,,,,,30,blind channel,755.0605,755.0605,755.0605,0.430633,0
26178,,,,,15,blind channel,1407.765,1407.765,1407.765,1.894824,0
26179,,,,,16,blind channel,1335.749,1335.749,1335.749,1.850476,0
26180,,,,,35,blind channel,1250.923,1250.923,1250.923,0.1341998,0
26181,,,,,8,blind channel,1297.507,1297.507,1297.507,0.2540034,0
26182,,,,,13,blind channel,1298.007,1298.007,1298.007,0.2540034,0
26183,,,,,2,blind channel,1233.098,1233.098,1233.098,3.4111869,0
26184,,,,,27,blind channel,770.389,770.389,770.389,1.467954,0
26185,,,,,15,blind channel,1245.832,1245.832,1245.832,1.852845,0
26186,,,,,86,blind channel,1541.332,1541.332,1541.332,1.544446,0
26187,,,,,10,blind channel,1230.098,1230.098,1230.098,3.4111869,0
26188,,,,,15,blind channel,1323.605,1323.605,1323.605,1.663355,0
26189,,,,,4182,distributary channel,1767.457,1767.457,1767.457,0.0777602,0
26190,,,,,8,blind channel,1253.133,1253.133,1253.133,3.674341,0
26191,,,,,6,blind channel,1231.805,1231.805,1231.805,3.4111869,0
26192,,,,,2906,distributary channel,1511.396,1511.396,1511.396,0.8647786,0
26193,,,,,11,blind channel,1238.133,1238.133,1238.133,3.968044,0
26194,,,,,1,blind channel,1264.758,1264.758,1264.758,3.430511,0
26195,,,,,8,blind channel,850.058,850.058,850.058,4.219254,0
26196,,,,,12,blind channel,1263.844,1263.844,1263.844,3.430511,0
26197,,,,,6,blind channel,1232.89,1232.89,1232.89,3.4111869,0
26198,,,,,8,blind channel,1511.498,1511.498,1511.498,3.9418819,0
26199,,,,,20,blind channel,1309.22,1309.22,1309.22,0.3528819,0
26200,,,,,11,blind channel,775.6316,775.6316,775.6316,1.467954,0
26201,,,,,13,blind channel,1419.372,1419.372,1419.372,2.3740599,0
26202,,,,,14,blind channel,1308.406,1308.406,1308.406,0.2540034,0
26203,,,,,103,blind channel,6088.238,6088.238,6088.238,9.5685015,0
26204,,,,,21,blind channel,1419.336,1419.336,1419.336,1.911902,0
26205,,,,,17,blind channel,1311.634,1311.634,1311.634,0.3528819,0
26206,,,,,9,blind channel,1311.306,1311.306,1311.306,0.3528819,0
26207,,,,,3,blind channel,1238.962,1238.962,1238.962,4.278069,0
26208,,,,,28,blind channel,1263.823,1263.823,1263.823,0.3693968,0
26209,,,,,3,blind channel,1238.84,1238.84,1238.84,3.968044,0
26210,,,,,80,blind channel,1557.06,1557.06,1557.06,1.951677,0
26211,,,,,8,blind channel,1433.857,1433.857,1433.857,2.953599,0
26212,,,,,7,blind channel,788.1671,788.1671,788.1671,1.6887209,0
26213,,,,,15,blind channel,1313.027,1313.027,1313.027,0.3528819,0
26214,,,,,8,blind channel,1683.629,1683.629,1683.629,6.3062739,0
26215,,,,,2033,distributary channel,1633.706,1633.706,1633.706,0.2253057,0
26216,,,,,12,blind channel,1273.086,1273.086,1273.086,3.430511,0
26217,,,,,205,blind channel,1343.632,1343.632,1343.632,-1.6173609,0
26218,,,,,16,blind channel,1350.371,1350.371,1350.371,1.850476,0
26219,,,,,15,blind channel,1261.453,1261.453,1261.453,2.67787,0
26220,,,,,27,blind channel,1339.09,1339.09,1339.09,0.9291056,0
26221,,,,,8,blind channel,1348.421,1348.421,1348.421,6.4341402,0
26222,,,,,3268,distributary channel,1805.17,1805.17,1805.17,-0.3921223,0
26223,,,,,7,blind channel,1432.271,1432.271,1432.271,2.3740599,0
26224,,,,,8,blind channel,1321.891,1321.891,1321.891,1.613405,0
26225,,,,,15,blind channel,1736.119,1736.119,1736.119,1.148528,0
26226,,,,,15,blind channel,1333.093,1333.093,1333.093,5.6270852,0
26227,,,,,6764,distributary channel,1580.122,1580.122,1580.122,0.6390326,0
26228,,,,,2693,distributary channel,1727.834,1727.834,1727.834,0.6002933,0
26229,,,,,21,blind channel,1327.362,1327.362,1327.362,0.6849563,0
26230,,,,,26,blind channel,1278.101,1278.101,1278.101,0.3693968,0
26231,,,,,7,distributary channel,1724.583,1724.583,1724.583,1.148528,0
26232,,,,,64,blind channel,6104.516,6104.516,6104.516,8.3798447,0
26233,,,,,15,blind channel,1317.35,1317.35,1317.35,5.6270852,0
26234,,,,,16,blind channel,1326.17,1326.17,1326.17,0.3528819,0
26235,,,,,16,blind channel,1365.32,1365.32,1365.32,1.850476,0
26236,,,,,11,blind channel,1300.086,1300.086,1300.086,0.3693968,0
26237,,,,,48,blind channel,1549.774,1549.774,1549.774,0.8647786,0
26238,,,,,15,blind channel,1434.165,1434.165,1434.165,-0.8094707,0
26239,,,,,15,blind channel,1301.936,1301.936,1301.936,3.8497739,0
26240,,,,,79,blind channel,1570.995,1570.995,1570.995,1.9282,0
26241,,,,,16,blind channel,1752.275,1752.275,1752.275,1.855505,0
26242,,,,,15,blind channel,1288.229,1288.229,1288.229,3.8497739,0
26243,,,,,14,blind channel,1550.076,1550.076,1550.076,1.4292541,0
26244,,,,,16,blind channel,1328.063,1328.063,1328.063,0.9968673,0
26245,,,,,20,blind channel,1293.172,1293.172,1293.172,0.3693968,0
26246,,,,,9,blind channel,1646.108,1646.108,1646.108,2.109623,0
26247,,,,,19148,nearshore,0,0,0,-1.588472,0
26248,,,,,6271,distributary channel,9210.31,9210.31,9210.31,7.06285,1
26249,,,,,106,blind channel,1358.424,1358.424,1358.424,-1.119293,0
26250,,,,,7,blind channel,1313.779,1313.779,1313.779,0.7081775,0
26251,,,,,18,blind channel,1353.954,1353.954,1353.954,0.9291056,0
26252,,,,,16,blind channel,1275.953,1275.953,1275.953,3.052542,0
26253,,,,,10,blind channel,1298.208,1298.208,1298.208,0.3693968,0
26254,,,,,21,blind channel,1368.324,1368.324,1368.324,-1.119293,0
26255,,,,,96,blind channel,1360.717,1360.717,1360.717,-1.119293,0
26256,,,,,15,blind channel,1767.968,1767.968,1767.968,5.1519742,0
26257,,,,,16,blind channel,1378.806,1378.806,1378.806,2.2326031,0
26258,,,,,1817,distributary channel,1841.676,1841.676,1841.676,0.6510525,1
26259,,,,,15382,distributary channel,9251.726,9251.726,9251.726,9.8979034,0
26260,,,,,31,blind channel,1341.933,1341.933,1341.933,0.6849563,0
26261,,,,,20,blind channel,1356.14,1356.14,1356.14,1.525826,0
26262,,,,,29,blind channel,1541.153,1541.153,1541.153,1.067826,0
26263,,,,,14,blind channel,1340.412,1340.412,1340.412,0.6849563,0
26264,,,,,8,blind channel,1449.65,1449.65,1449.65,-0.8094707,0
26265,,,,,14,blind channel,1632.415,1632.415,1632.415,1.096265,0
26266,,,,,14,blind channel,1535.47,1535.47,1535.47,-0.1583223,0
26267,,,,,3767,distributary channel,1702.333,1702.333,1702.333,3.0176859,1
26268,,,,,74,blind channel,1584.702,1584.702,1584.702,0.8669387,0
26269,,,,,8,blind channel,1783.867,1783.867,1783.867,5.1519742,0
26270,,,,,6,distributary channel,1543.446,1543.446,1543.446,1.067826,0
26271,,,,,12,blind channel,1522.227,1522.227,1522.227,-0.8094707,0
26272,,,,,2073,distributary channel,1731.749,1731.749,1731.749,1.148528,0
26273,,,,,5874,distributary channel,9293.141,9293.141,9293.141,7.7425342,1
26274,,,,,15,blind channel,1342.891,1342.891,1342.891,0.9968673,0
26275,,,,,35,blind channel,1604.602,1604.602,1604.602,0.8669387,0
26276,,,,,16,blind channel,1393.291,1393.291,1393.291,3.5870669,0
26277,,,,,8,blind channel,1448.301,1448.301,1448.301,5.5279689,0
26278,,,,,18,blind channel,1313.072,1313.072,1313.072,0.3693968,0
26279,,,,,82,blind channel,1505.62,1505.62,1505.62,-0.8094707,0
26280,,,,,12,blind channel,1575.89,1575.89,1575.89,-0.5174472,0
26281,,,,,16,blind channel,1383.224,1383.224,1383.224,-0.9108737,0
26282,,,,,23,blind channel,1370.111,1370.111,1370.111,0.8706942,0
26283,,,,,17,blind channel,1371.075,1371.075,1371.075,2.394263,0
26284,,,,,32,blind channel,1618.759,1618.759,1618.759,0.8669387,0
26285,,,,,42,blind channel,1517.07,1517.07,1517.07,-0.8094707,0
26286,,,,,1799,distributary channel,1509.598,1509.598,1509.598,-0.0776713,0
26287,,,,,95,blind channel,1598.552,1598.552,1598.552,0.8669387,0
26288,,,,,13924,distributary channel,6458.263,6458.263,6458.263,10.5267096,0
26289,,,,,16,blind channel,1290.867,1290.867,1290.867,3.052542,0
26290,,,,,9,blind channel,1372.161,1372.161,1372.161,2.394263,0
26291,,,,,168,blind channel,1373.768,1373.768,1373.768,-1.119293,0
26292,,,,,8,blind channel,1590.926,1590.926,1590.926,-0.5174472,0
26293,,,,,28,blind channel,1525.227,1525.227,1525.227,-0.8094707,0
26294,,,,,3313,distributary channel,1589.69,1589.69,1589.69,0.5539818,0
26295,,,,,28,blind channel,1569.819,1569.819,1569.819,-0.5174472,0
26296,,,,,7,blind channel,1356.312,1356.312,1356.312,1.169701,0
26297,,,,,15,blind channel,1381.561,1381.561,1381.561,2.394263,0
26298,,,,,2374,distributary channel,1560.624,1560.624,1560.624,1.067826,1
26299,,,,,15,blind channel,1326.35,1326.35,1326.35,1.116549,0
26300,,,,,34,blind channel,1556.076,1556.076,1556.076,-0.5174472,0
26301,,,,,16,blind channel,1625.673,1625.673,1625.673,0.8669387,0
26302,,,,,15,blind channel,1433.28,1433.28,1433.28,6.110991,0
26303,,,,,15,distributary channel,6223.87,6223.87,6223.87,5.9253502,0
26304,,,,,15,blind channel,1358.291,1358.291,1358.291,1.169701,0
26305,,,,,110,low tide terrace,1818.548,1818.548,1818.548,0.8884318,0
26306,,,,,68,blind channel,1605.052,1605.052,1605.052,0.8669387,0
26307,,,,,8,blind channel,1354.128,1354.128,1354.128,2.2828441,0
26308,,,,,12,blind channel,1576.269,1576.269,1576.269,-0.5174472,0
26309,,,,,15,blind channel,1407.948,1407.948,1407.948,3.0357299,0
26310,,,,,35,blind channel,1540.834,1540.834,1540.834,-0.4758956,0
26311,,,,,18,blind channel,1577.89,1577.89,1577.89,-0.5174472,0
26312,,,,,14,blind channel,1388.081,1388.081,1388.081,-0.4486395,0
26313,,,,,22,blind channel,1340.385,1340.385,1340.385,1.116549,0
26314,,,,,51,blind channel,1491.413,1491.413,1491.413,-1.087279,0
26315,,,,,15,blind channel,1386.646,1386.646,1386.646,2.394263,0
26316,,,,,58,blind channel,1385.889,1385.889,1385.889,0.8706942,0
26317,,,,,16,blind channel,1398.88,1398.88,1398.88,0.2257868,0
26318,,,,,45,blind channel,6229.648,6229.648,6229.648,5.9253502,0
26319,,,,,151,blind channel,1388.839,1388.839,1388.839,-1.128773,0
26320,,,,,3141,distributary channel,1593.148,1593.148,1593.148,0.7496704,0
